12/10/2021-14:13:09.297185  [**] [1:2101620:7] GPL POLICY TRAFFIC Non-Standard IP protocol [**] [Classification: Detection of a non-standard protocol or event] [Priority: 2] {IPv6-ICMP} 2001:0002:0000:0000:0000:0000:0000:0020:135 -> ff02:0000:0000:0000:0000:0001:ff00:0001:0
12/10/2021-14:46:57.164798  [**] [1:2221010:1] SURICATA HTTP unable to match response to request [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 10.0.2.20:80 -> 10.0.0.20:32888
12/10/2021-14:48:06.282720  [**] [1:2030337:1] ET EXPLOIT VMware Spring Cloud Directory Traversal (CVE-2020-5410) [**] [Classification: Attempted Administrator Privilege Gain] [Priority: 1] {TCP} 10.0.0.20:33536 -> 10.0.2.20:80
12/10/2021-14:48:30.780341  [**] [1:2101402:9] GPL EXPLOIT iissamples access [**] [Classification: Web Application Attack] [Priority: 1] {TCP} 10.0.0.20:33668 -> 10.0.2.20:80
12/10/2021-14:46:57.368045  [**] [1:2221010:1] SURICATA HTTP unable to match response to request [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 10.0.2.20:80 -> 10.0.0.20:32888
12/10/2021-14:48:09.094880  [**] [1:2100988:9] GPL WEB_SERVER SAM Attempt [**] [Classification: Web Application Attack] [Priority: 1] {TCP} 10.0.0.20:33550 -> 10.0.2.20:80
12/10/2021-14:48:30.791386  [**] [1:2221010:1] SURICATA HTTP unable to match response to request [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 10.0.2.20:80 -> 10.0.0.20:33664
12/10/2021-14:46:57.571355  [**] [1:2221010:1] SURICATA HTTP unable to match response to request [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 10.0.2.20:80 -> 10.0.0.20:32888
12/10/2021-14:48:30.994631  [**] [1:2221010:1] SURICATA HTTP unable to match response to request [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 10.0.2.20:80 -> 10.0.0.20:33664
12/10/2021-14:46:57.774713  [**] [1:2221010:1] SURICATA HTTP unable to match response to request [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 10.0.2.20:80 -> 10.0.0.20:32888
12/10/2021-14:48:31.182135  [**] [1:2101016:16] GPL WEB_SERVER global.asa access [**] [Classification: access to a potentially vulnerable web application] [Priority: 2] {TCP} 10.0.0.20:33670 -> 10.0.2.20:80
12/10/2021-14:48:09.496596  [**] [1:2013791:4] ET SCAN Apache mod_proxy Reverse Proxy Exposure 1 [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.0.0.20:33552 -> 10.0.2.20:80
12/10/2021-14:46:57.977995  [**] [1:2221010:1] SURICATA HTTP unable to match response to request [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 10.0.2.20:80 -> 10.0.0.20:32888
12/10/2021-14:48:31.197972  [**] [1:2221010:1] SURICATA HTTP unable to match response to request [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 10.0.2.20:80 -> 10.0.0.20:33664
12/10/2021-14:48:31.401370  [**] [1:2221010:1] SURICATA HTTP unable to match response to request [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 10.0.2.20:80 -> 10.0.0.20:33664
12/10/2021-14:46:58.181382  [**] [1:2221010:1] SURICATA HTTP unable to match response to request [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 10.0.2.20:80 -> 10.0.0.20:32888
12/10/2021-14:48:31.604700  [**] [1:2221010:1] SURICATA HTTP unable to match response to request [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 10.0.2.20:80 -> 10.0.0.20:33664
12/10/2021-14:46:58.384721  [**] [1:2221010:1] SURICATA HTTP unable to match response to request [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 10.0.2.20:80 -> 10.0.0.20:32888
12/10/2021-14:48:31.807974  [**] [1:2221010:1] SURICATA HTTP unable to match response to request [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 10.0.2.20:80 -> 10.0.0.20:33664
12/10/2021-14:46:58.587964  [**] [1:2221010:1] SURICATA HTTP unable to match response to request [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 10.0.2.20:80 -> 10.0.0.20:32888
12/10/2021-14:48:31.985541  [**] [1:2101402:9] GPL EXPLOIT iissamples access [**] [Classification: Web Application Attack] [Priority: 1] {TCP} 10.0.0.20:33674 -> 10.0.2.20:80
12/10/2021-14:46:58.791377  [**] [1:2221010:1] SURICATA HTTP unable to match response to request [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 10.0.2.20:80 -> 10.0.0.20:32888
12/10/2021-14:48:32.014716  [**] [1:2221010:1] SURICATA HTTP unable to match response to request [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 10.0.2.20:80 -> 10.0.0.20:33664
12/10/2021-14:46:58.827800  [**] [1:2013791:4] ET SCAN Apache mod_proxy Reverse Proxy Exposure 1 [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.0.0.20:33176 -> 10.0.2.20:80
12/10/2021-14:48:32.217982  [**] [1:2221010:1] SURICATA HTTP unable to match response to request [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 10.0.2.20:80 -> 10.0.0.20:33664
12/10/2021-14:48:32.421370  [**] [1:2221010:1] SURICATA HTTP unable to match response to request [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 10.0.2.20:80 -> 10.0.0.20:33664
12/10/2021-14:46:58.994665  [**] [1:2221010:1] SURICATA HTTP unable to match response to request [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 10.0.2.20:80 -> 10.0.0.20:32888
12/10/2021-14:48:32.624774  [**] [1:2221010:1] SURICATA HTTP unable to match response to request [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 10.0.2.20:80 -> 10.0.0.20:33664
12/10/2021-14:46:59.198120  [**] [1:2221010:1] SURICATA HTTP unable to match response to request [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 10.0.2.20:80 -> 10.0.0.20:32888
12/10/2021-14:48:32.827968  [**] [1:2221010:1] SURICATA HTTP unable to match response to request [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 10.0.2.20:80 -> 10.0.0.20:33664
12/10/2021-14:48:14.317731  [**] [1:2013791:4] ET SCAN Apache mod_proxy Reverse Proxy Exposure 1 [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.0.0.20:33578 -> 10.0.2.20:80
12/10/2021-14:46:59.401450  [**] [1:2221010:1] SURICATA HTTP unable to match response to request [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 10.0.2.20:80 -> 10.0.0.20:32888
12/10/2021-14:48:33.031504  [**] [1:2221010:1] SURICATA HTTP unable to match response to request [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 10.0.2.20:80 -> 10.0.0.20:33664
12/10/2021-14:46:59.604678  [**] [1:2221010:1] SURICATA HTTP unable to match response to request [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 10.0.2.20:80 -> 10.0.0.20:32888
12/10/2021-14:48:33.238037  [**] [1:2221010:1] SURICATA HTTP unable to match response to request [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 10.0.2.20:80 -> 10.0.0.20:33664
12/10/2021-14:48:33.441336  [**] [1:2221010:1] SURICATA HTTP unable to match response to request [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 10.0.2.20:80 -> 10.0.0.20:33664
12/10/2021-14:48:33.648045  [**] [1:2221010:1] SURICATA HTTP unable to match response to request [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 10.0.2.20:80 -> 10.0.0.20:33664
12/10/2021-14:46:59.808043  [**] [1:2221010:1] SURICATA HTTP unable to match response to request [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 10.0.2.20:80 -> 10.0.0.20:32888
12/10/2021-14:49:20.569905  [**] [1:2030469:5] ET EXPLOIT F5 TMUI RCE vulnerability CVE-2020-5902 Attempt M1 [**] [Classification: Attempted Administrator Privilege Gain] [Priority: 1] {TCP} 10.0.0.20:33930 -> 10.0.2.20:80
12/10/2021-14:48:33.851296  [**] [1:2221010:1] SURICATA HTTP unable to match response to request [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 10.0.2.20:80 -> 10.0.0.20:33664
12/10/2021-14:47:00.011330  [**] [1:2221010:1] SURICATA HTTP unable to match response to request [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 10.0.2.20:80 -> 10.0.0.20:32888
12/10/2021-14:47:00.032131  [**] [1:2013791:4] ET SCAN Apache mod_proxy Reverse Proxy Exposure 1 [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.0.0.20:33184 -> 10.0.2.20:80
12/10/2021-14:48:34.054703  [**] [1:2221010:1] SURICATA HTTP unable to match response to request [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 10.0.2.20:80 -> 10.0.0.20:33664
12/10/2021-14:48:34.258053  [**] [1:2221010:1] SURICATA HTTP unable to match response to request [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 10.0.2.20:80 -> 10.0.0.20:33664
12/10/2021-14:49:20.971290  [**] [1:2100977:15] GPL EXPLOIT .cnf access [**] [Classification: access to a potentially vulnerable web application] [Priority: 2] {TCP} 10.0.0.20:33932 -> 10.0.2.20:80
12/10/2021-14:47:00.214755  [**] [1:2221010:1] SURICATA HTTP unable to match response to request [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 10.0.2.20:80 -> 10.0.0.20:32888
12/10/2021-14:47:00.418048  [**] [1:2221010:1] SURICATA HTTP unable to match response to request [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 10.0.2.20:80 -> 10.0.0.20:32888
12/10/2021-14:48:34.394158  [**] [1:2101122:8] GPL WEB_SERVER /etc/passwd [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.0.0.20:33686 -> 10.0.2.20:80
12/10/2021-14:47:00.621329  [**] [1:2221010:1] SURICATA HTTP unable to match response to request [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 10.0.2.20:80 -> 10.0.0.20:32888
12/10/2021-14:47:00.824734  [**] [1:2221010:1] SURICATA HTTP unable to match response to request [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 10.0.2.20:80 -> 10.0.0.20:32888
12/10/2021-14:48:34.464675  [**] [1:2221010:1] SURICATA HTTP unable to match response to request [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 10.0.2.20:80 -> 10.0.0.20:33664
12/10/2021-14:48:34.668037  [**] [1:2221010:1] SURICATA HTTP unable to match response to request [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 10.0.2.20:80 -> 10.0.0.20:33664
12/10/2021-14:47:01.028059  [**] [1:2221010:1] SURICATA HTTP unable to match response to request [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 10.0.2.20:80 -> 10.0.0.20:32888
12/10/2021-14:48:34.871367  [**] [1:2221010:1] SURICATA HTTP unable to match response to request [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 10.0.2.20:80 -> 10.0.0.20:33664
12/10/2021-14:47:01.231378  [**] [1:2221010:1] SURICATA HTTP unable to match response to request [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 10.0.2.20:80 -> 10.0.0.20:32888
12/10/2021-14:48:35.074761  [**] [1:2221010:1] SURICATA HTTP unable to match response to request [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 10.0.2.20:80 -> 10.0.0.20:33664
12/10/2021-14:48:15.924386  [**] [1:2013791:4] ET SCAN Apache mod_proxy Reverse Proxy Exposure 1 [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.0.0.20:33588 -> 10.0.2.20:80
12/10/2021-14:48:35.278043  [**] [1:2221010:1] SURICATA HTTP unable to match response to request [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 10.0.2.20:80 -> 10.0.0.20:33664
12/10/2021-14:47:01.434625  [**] [1:2221010:1] SURICATA HTTP unable to match response to request [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 10.0.2.20:80 -> 10.0.0.20:32888
12/10/2021-14:48:35.481433  [**] [1:2221010:1] SURICATA HTTP unable to match response to request [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 10.0.2.20:80 -> 10.0.0.20:33664
12/10/2021-14:48:35.599531  [**] [1:2001669:8] ET POLICY Proxy GET Request [**] [Classification: Potentially Bad Traffic] [Priority: 2] {TCP} 10.0.0.20:33694 -> 10.0.2.20:80
12/10/2021-14:47:01.637951  [**] [1:2221010:1] SURICATA HTTP unable to match response to request [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 10.0.2.20:80 -> 10.0.0.20:32888
12/10/2021-14:48:17.531101  [**] [1:2013791:4] ET SCAN Apache mod_proxy Reverse Proxy Exposure 1 [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.0.0.20:33598 -> 10.0.2.20:80
12/10/2021-14:48:35.684756  [**] [1:2221010:1] SURICATA HTTP unable to match response to request [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 10.0.2.20:80 -> 10.0.0.20:33664
12/10/2021-14:48:35.888088  [**] [1:2221010:1] SURICATA HTTP unable to match response to request [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 10.0.2.20:80 -> 10.0.0.20:33664
12/10/2021-14:47:01.841335  [**] [1:2221010:1] SURICATA HTTP unable to match response to request [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 10.0.2.20:80 -> 10.0.0.20:32888
12/10/2021-14:48:18.334678  [**] [1:2013791:4] ET SCAN Apache mod_proxy Reverse Proxy Exposure 1 [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.0.0.20:33602 -> 10.0.2.20:80
12/10/2021-14:48:36.000710  [**] [1:2221015:1] SURICATA HTTP Host header ambiguous [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 10.0.0.20:33694 -> 10.0.2.20:80
12/10/2021-14:48:36.000710  [**] [1:2221045:1] SURICATA HTTP Unexpected Request body [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 10.0.0.20:33694 -> 10.0.2.20:80
12/10/2021-14:48:36.000710  [**] [1:2001669:8] ET POLICY Proxy GET Request [**] [Classification: Potentially Bad Traffic] [Priority: 2] {TCP} 10.0.0.20:33694 -> 10.0.2.20:80
12/10/2021-14:47:02.044682  [**] [1:2221010:1] SURICATA HTTP unable to match response to request [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 10.0.2.20:80 -> 10.0.0.20:32888
12/10/2021-14:49:21.774706  [**] [1:2100958:13] GPL WEB_SERVER service.cnf access [**] [Classification: access to a potentially vulnerable web application] [Priority: 2] {TCP} 10.0.0.20:33936 -> 10.0.2.20:80
12/10/2021-14:49:21.774706  [**] [1:2100977:15] GPL EXPLOIT .cnf access [**] [Classification: access to a potentially vulnerable web application] [Priority: 2] {TCP} 10.0.0.20:33936 -> 10.0.2.20:80
12/10/2021-14:48:36.091415  [**] [1:2221010:1] SURICATA HTTP unable to match response to request [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 10.0.2.20:80 -> 10.0.0.20:33664
12/10/2021-14:47:02.247969  [**] [1:2221010:1] SURICATA HTTP unable to match response to request [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 10.0.2.20:80 -> 10.0.0.20:32888
12/10/2021-14:48:36.294677  [**] [1:2221010:1] SURICATA HTTP unable to match response to request [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 10.0.2.20:80 -> 10.0.0.20:33664
12/10/2021-14:47:02.451383  [**] [1:2221010:1] SURICATA HTTP unable to match response to request [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 10.0.2.20:80 -> 10.0.0.20:32888
12/10/2021-14:48:36.497949  [**] [1:2221010:1] SURICATA HTTP unable to match response to request [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 10.0.2.20:80 -> 10.0.0.20:33664
12/10/2021-14:47:02.658006  [**] [1:2221010:1] SURICATA HTTP unable to match response to request [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 10.0.2.20:80 -> 10.0.0.20:32888
12/10/2021-14:48:36.701371  [**] [1:2221010:1] SURICATA HTTP unable to match response to request [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 10.0.2.20:80 -> 10.0.0.20:33664
12/10/2021-14:47:02.861457  [**] [1:2221010:1] SURICATA HTTP unable to match response to request [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 10.0.2.20:80 -> 10.0.0.20:32888
12/10/2021-14:47:03.064767  [**] [1:2221010:1] SURICATA HTTP unable to match response to request [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 10.0.2.20:80 -> 10.0.0.20:32888
12/10/2021-14:48:36.904694  [**] [1:2221010:1] SURICATA HTTP unable to match response to request [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 10.0.2.20:80 -> 10.0.0.20:33664
12/10/2021-14:48:19.939939  [**] [1:2013791:4] ET SCAN Apache mod_proxy Reverse Proxy Exposure 1 [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.0.0.20:33610 -> 10.0.2.20:80
12/10/2021-14:47:03.267993  [**] [1:2221010:1] SURICATA HTTP unable to match response to request [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 10.0.2.20:80 -> 10.0.0.20:32888
12/10/2021-14:48:37.108110  [**] [1:2221010:1] SURICATA HTTP unable to match response to request [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 10.0.2.20:80 -> 10.0.0.20:33664
12/10/2021-14:47:03.471388  [**] [1:2221010:1] SURICATA HTTP unable to match response to request [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 10.0.2.20:80 -> 10.0.0.20:32888
12/10/2021-14:47:03.678070  [**] [1:2221010:1] SURICATA HTTP unable to match response to request [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 10.0.2.20:80 -> 10.0.0.20:32888
12/10/2021-14:48:37.205200  [**] [1:2013791:4] ET SCAN Apache mod_proxy Reverse Proxy Exposure 1 [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.0.0.20:33700 -> 10.0.2.20:80
12/10/2021-14:47:03.881436  [**] [1:2221010:1] SURICATA HTTP unable to match response to request [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 10.0.2.20:80 -> 10.0.0.20:32888
12/10/2021-14:47:04.084708  [**] [1:2221010:1] SURICATA HTTP unable to match response to request [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 10.0.2.20:80 -> 10.0.0.20:32888
12/10/2021-14:48:37.311395  [**] [1:2221010:1] SURICATA HTTP unable to match response to request [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 10.0.2.20:80 -> 10.0.0.20:33664
12/10/2021-14:48:37.514781  [**] [1:2221010:1] SURICATA HTTP unable to match response to request [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 10.0.2.20:80 -> 10.0.0.20:33664
12/10/2021-14:47:04.288009  [**] [1:2221010:1] SURICATA HTTP unable to match response to request [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 10.0.2.20:80 -> 10.0.0.20:32888
12/10/2021-14:48:20.743311  [**] [1:2013791:4] ET SCAN Apache mod_proxy Reverse Proxy Exposure 1 [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.0.0.20:33614 -> 10.0.2.20:80
12/10/2021-14:47:04.491328  [**] [1:2221010:1] SURICATA HTTP unable to match response to request [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 10.0.2.20:80 -> 10.0.0.20:32888
12/10/2021-14:48:37.718140  [**] [1:2221010:1] SURICATA HTTP unable to match response to request [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 10.0.2.20:80 -> 10.0.0.20:33664
12/10/2021-14:47:04.694675  [**] [1:2221010:1] SURICATA HTTP unable to match response to request [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 10.0.2.20:80 -> 10.0.0.20:32888
12/10/2021-14:48:37.921445  [**] [1:2221010:1] SURICATA HTTP unable to match response to request [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 10.0.2.20:80 -> 10.0.0.20:33664
12/10/2021-14:47:04.901307  [**] [1:2221010:1] SURICATA HTTP unable to match response to request [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 10.0.2.20:80 -> 10.0.0.20:32888
12/10/2021-14:47:05.104701  [**] [1:2221010:1] SURICATA HTTP unable to match response to request [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 10.0.2.20:80 -> 10.0.0.20:32888
12/10/2021-14:48:38.124643  [**] [1:2221010:1] SURICATA HTTP unable to match response to request [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 10.0.2.20:80 -> 10.0.0.20:33664
12/10/2021-14:48:38.328156  [**] [1:2221010:1] SURICATA HTTP unable to match response to request [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 10.0.2.20:80 -> 10.0.0.20:33664
12/10/2021-14:47:05.652797  [**] [1:2017440:4] ET WEB_SERVER PHP SESSION SuperGlobal in URI [**] [Classification: Potentially Bad Traffic] [Priority: 2] {TCP} 10.0.0.20:33212 -> 10.0.2.20:80
12/10/2021-14:49:24.184184  [**] [1:2100965:13] GPL WEB_SERVER writeto.cnf access [**] [Classification: access to a potentially vulnerable web application] [Priority: 2] {TCP} 10.0.0.20:33950 -> 10.0.2.20:80
12/10/2021-14:49:24.184184  [**] [1:2100977:15] GPL EXPLOIT .cnf access [**] [Classification: access to a potentially vulnerable web application] [Priority: 2] {TCP} 10.0.0.20:33950 -> 10.0.2.20:80
12/10/2021-14:48:38.531374  [**] [1:2221010:1] SURICATA HTTP unable to match response to request [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 10.0.2.20:80 -> 10.0.0.20:33664
12/10/2021-14:48:38.734685  [**] [1:2221010:1] SURICATA HTTP unable to match response to request [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 10.0.2.20:80 -> 10.0.0.20:33664
12/10/2021-14:48:38.938084  [**] [1:2221010:1] SURICATA HTTP unable to match response to request [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 10.0.2.20:80 -> 10.0.0.20:33664
12/10/2021-14:48:39.141375  [**] [1:2221010:1] SURICATA HTTP unable to match response to request [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 10.0.2.20:80 -> 10.0.0.20:33664
12/10/2021-14:48:39.344703  [**] [1:2221010:1] SURICATA HTTP unable to match response to request [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 10.0.2.20:80 -> 10.0.0.20:33664
12/10/2021-14:47:06.857228  [**] [1:2260002:1] SURICATA Applayer Detect protocol only one direction [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 10.0.0.20:33218 -> 10.0.2.20:80
12/10/2021-14:47:06.857228  [**] [1:2010920:9] ET WEB_SERVER Exploit Suspected PHP Injection Attack (cmd=) [**] [Classification: Web Application Attack] [Priority: 1] {TCP} 10.0.0.20:33218 -> 10.0.2.20:80
12/10/2021-14:48:39.548090  [**] [1:2221010:1] SURICATA HTTP unable to match response to request [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 10.0.2.20:80 -> 10.0.0.20:33664
12/10/2021-14:48:39.751366  [**] [1:2221010:1] SURICATA HTTP unable to match response to request [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 10.0.2.20:80 -> 10.0.0.20:33664
12/10/2021-14:48:28.773539  [**] [1:2101332:8] GPL WEB_SERVER /usr/bin/id command attempt [**] [Classification: Web Application Attack] [Priority: 1] {TCP} 10.0.0.20:33654 -> 10.0.2.20:80
12/10/2021-14:48:39.954704  [**] [1:2221010:1] SURICATA HTTP unable to match response to request [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 10.0.2.20:80 -> 10.0.0.20:33664
12/10/2021-14:48:40.158090  [**] [1:2221010:1] SURICATA HTTP unable to match response to request [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 10.0.2.20:80 -> 10.0.0.20:33664
12/10/2021-14:48:40.361338  [**] [1:2221010:1] SURICATA HTTP unable to match response to request [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 10.0.2.20:80 -> 10.0.0.20:33664
12/10/2021-14:48:29.174756  [**] [1:2101332:8] GPL WEB_SERVER /usr/bin/id command attempt [**] [Classification: Web Application Attack] [Priority: 1] {TCP} 10.0.0.20:33656 -> 10.0.2.20:80
12/10/2021-14:48:40.564708  [**] [1:2221010:1] SURICATA HTTP unable to match response to request [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 10.0.2.20:80 -> 10.0.0.20:33664
12/10/2021-14:48:40.768034  [**] [1:2221010:1] SURICATA HTTP unable to match response to request [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 10.0.2.20:80 -> 10.0.0.20:33664
12/10/2021-14:48:40.971385  [**] [1:2221010:1] SURICATA HTTP unable to match response to request [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 10.0.2.20:80 -> 10.0.0.20:33664
12/10/2021-14:48:41.174739  [**] [1:2221010:1] SURICATA HTTP unable to match response to request [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 10.0.2.20:80 -> 10.0.0.20:33664
12/10/2021-14:48:41.377969  [**] [1:2221010:1] SURICATA HTTP unable to match response to request [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 10.0.2.20:80 -> 10.0.0.20:33664
12/10/2021-14:48:29.576164  [**] [1:2013791:4] ET SCAN Apache mod_proxy Reverse Proxy Exposure 1 [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.0.0.20:33660 -> 10.0.2.20:80
12/10/2021-14:48:29.576164  [**] [1:2101122:8] GPL WEB_SERVER /etc/passwd [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.0.0.20:33660 -> 10.0.2.20:80
12/10/2021-14:48:41.581404  [**] [1:2221010:1] SURICATA HTTP unable to match response to request [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 10.0.2.20:80 -> 10.0.0.20:33664
12/10/2021-14:48:41.784773  [**] [1:2221010:1] SURICATA HTTP unable to match response to request [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 10.0.2.20:80 -> 10.0.0.20:33664
12/10/2021-14:48:41.988033  [**] [1:2221010:1] SURICATA HTTP unable to match response to request [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 10.0.2.20:80 -> 10.0.0.20:33664
12/10/2021-14:49:25.791174  [**] [1:2013791:4] ET SCAN Apache mod_proxy Reverse Proxy Exposure 1 [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.0.0.20:33958 -> 10.0.2.20:80
12/10/2021-14:48:42.191372  [**] [1:2221010:1] SURICATA HTTP unable to match response to request [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 10.0.2.20:80 -> 10.0.0.20:33664
12/10/2021-14:48:42.394776  [**] [1:2221010:1] SURICATA HTTP unable to match response to request [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 10.0.2.20:80 -> 10.0.0.20:33664
