12/10/2021-13:08:45.561960  [**] [1:2101620:7] GPL POLICY TRAFFIC Non-Standard IP protocol [**] [Classification: Detection of a non-standard protocol or event] [Priority: 2] {IPv6-ICMP} fe80:0000:0000:0000:f8f9:36ff:fe3e:0404:133 -> ff02:0000:0000:0000:0000:0000:0000:0002:0
12/10/2021-13:50:45.896465  [**] [1:2003179:10] ET POLICY exe download without User Agent [**] [Classification: Potential Corporate Privacy Violation] [Priority: 1] {TCP} 10.0.0.20:49280 -> 10.0.2.20:80
12/10/2021-13:50:45.896465  [**] [1:2003595:6] ET POLICY exe download via HTTP - Informational [**] [Classification: Potential Corporate Privacy Violation] [Priority: 1] {TCP} 10.0.0.20:49280 -> 10.0.2.20:80
12/10/2021-13:50:45.896465  [**] [1:2016141:7] ET INFO Executable Download from dotted-quad Host [**] [Classification: A Network Trojan was detected] [Priority: 1] {TCP} 10.0.0.20:49280 -> 10.0.2.20:80
12/10/2021-13:50:45.896465  [**] [1:2101402:9] GPL EXPLOIT iissamples access [**] [Classification: Web Application Attack] [Priority: 1] {TCP} 10.0.0.20:49280 -> 10.0.2.20:80
12/10/2021-13:50:24.217901  [**] [1:2003595:6] ET POLICY exe download via HTTP - Informational [**] [Classification: Potential Corporate Privacy Violation] [Priority: 1] {TCP} 10.0.0.20:49162 -> 10.0.2.20:80
12/10/2021-13:50:24.217901  [**] [1:2101402:9] GPL EXPLOIT iissamples access [**] [Classification: Web Application Attack] [Priority: 1] {TCP} 10.0.0.20:49162 -> 10.0.2.20:80
12/10/2021-13:51:22.030029  [**] [1:2003179:10] ET POLICY exe download without User Agent [**] [Classification: Potential Corporate Privacy Violation] [Priority: 1] {TCP} 10.0.0.20:49468 -> 10.0.2.20:80
12/10/2021-13:51:22.030029  [**] [1:2003595:6] ET POLICY exe download via HTTP - Informational [**] [Classification: Potential Corporate Privacy Violation] [Priority: 1] {TCP} 10.0.0.20:49468 -> 10.0.2.20:80
12/10/2021-13:51:22.030029  [**] [1:2016141:7] ET INFO Executable Download from dotted-quad Host [**] [Classification: A Network Trojan was detected] [Priority: 1] {TCP} 10.0.0.20:49468 -> 10.0.2.20:80
12/10/2021-13:51:22.030029  [**] [1:2013791:4] ET SCAN Apache mod_proxy Reverse Proxy Exposure 1 [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.0.0.20:49468 -> 10.0.2.20:80
12/10/2021-13:53:57.798167  [**] [1:2013791:4] ET SCAN Apache mod_proxy Reverse Proxy Exposure 1 [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.0.0.20:50292 -> 10.0.2.20:80
12/10/2021-13:51:26.042397  [**] [1:2003179:10] ET POLICY exe download without User Agent [**] [Classification: Potential Corporate Privacy Violation] [Priority: 1] {TCP} 10.0.0.20:49490 -> 10.0.2.20:80
12/10/2021-13:51:26.042397  [**] [1:2003595:6] ET POLICY exe download via HTTP - Informational [**] [Classification: Potential Corporate Privacy Violation] [Priority: 1] {TCP} 10.0.0.20:49490 -> 10.0.2.20:80
12/10/2021-13:51:26.042397  [**] [1:2016141:7] ET INFO Executable Download from dotted-quad Host [**] [Classification: A Network Trojan was detected] [Priority: 1] {TCP} 10.0.0.20:49490 -> 10.0.2.20:80
12/10/2021-13:51:26.042397  [**] [1:2013791:4] ET SCAN Apache mod_proxy Reverse Proxy Exposure 1 [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.0.0.20:49490 -> 10.0.2.20:80
12/10/2021-13:50:50.312361  [**] [1:2010920:9] ET WEB_SERVER Exploit Suspected PHP Injection Attack (cmd=) [**] [Classification: Web Application Attack] [Priority: 1] {TCP} 10.0.0.20:49302 -> 10.0.2.20:80
12/10/2021-13:50:50.312361  [**] [1:2101122:8] GPL WEB_SERVER /etc/passwd [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.0.0.20:49302 -> 10.0.2.20:80
12/10/2021-13:53:59.403187  [**] [1:2013791:4] ET SCAN Apache mod_proxy Reverse Proxy Exposure 1 [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.0.0.20:50300 -> 10.0.2.20:80
12/10/2021-13:50:31.040547  [**] [1:2010920:9] ET WEB_SERVER Exploit Suspected PHP Injection Attack (cmd=) [**] [Classification: Web Application Attack] [Priority: 1] {TCP} 10.0.0.20:49198 -> 10.0.2.20:80
12/10/2021-13:50:55.127874  [**] [1:2013791:4] ET SCAN Apache mod_proxy Reverse Proxy Exposure 1 [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.0.0.20:49328 -> 10.0.2.20:80
12/10/2021-13:54:00.206197  [**] [1:2013791:4] ET SCAN Apache mod_proxy Reverse Proxy Exposure 1 [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.0.0.20:50304 -> 10.0.2.20:80
12/10/2021-13:54:01.009886  [**] [1:2003595:6] ET POLICY exe download via HTTP - Informational [**] [Classification: Potential Corporate Privacy Violation] [Priority: 1] {TCP} 10.0.0.20:50308 -> 10.0.2.20:80
12/10/2021-13:50:40.676975  [**] [1:2009714:8] ET WEB_SERVER Script tag in URI Possible Cross Site Scripting Attempt [**] [Classification: Web Application Attack] [Priority: 1] {TCP} 10.0.0.20:49252 -> 10.0.2.20:80
12/10/2021-13:54:09.439886  [**] [1:2027253:4] ET INFO Dotted Quad Host XLS Request [**] [Classification: Potentially Bad Traffic] [Priority: 2] {TCP} 10.0.0.20:50354 -> 10.0.2.20:80
12/10/2021-13:51:26.844611  [**] [1:2003179:10] ET POLICY exe download without User Agent [**] [Classification: Potential Corporate Privacy Violation] [Priority: 1] {TCP} 10.0.0.20:49496 -> 10.0.2.20:80
12/10/2021-13:51:26.844611  [**] [1:2003595:6] ET POLICY exe download via HTTP - Informational [**] [Classification: Potential Corporate Privacy Violation] [Priority: 1] {TCP} 10.0.0.20:49496 -> 10.0.2.20:80
12/10/2021-13:51:26.844611  [**] [1:2016141:7] ET INFO Executable Download from dotted-quad Host [**] [Classification: A Network Trojan was detected] [Priority: 1] {TCP} 10.0.0.20:49496 -> 10.0.2.20:80
12/10/2021-13:51:26.844611  [**] [1:2013791:4] ET SCAN Apache mod_proxy Reverse Proxy Exposure 1 [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.0.0.20:49496 -> 10.0.2.20:80
12/10/2021-13:51:09.985644  [**] [1:2009714:8] ET WEB_SERVER Script tag in URI Possible Cross Site Scripting Attempt [**] [Classification: Web Application Attack] [Priority: 1] {TCP} 10.0.0.20:49406 -> 10.0.2.20:80
12/10/2021-13:51:27.647253  [**] [1:2003179:10] ET POLICY exe download without User Agent [**] [Classification: Potential Corporate Privacy Violation] [Priority: 1] {TCP} 10.0.0.20:49500 -> 10.0.2.20:80
12/10/2021-13:51:27.647253  [**] [1:2003595:6] ET POLICY exe download via HTTP - Informational [**] [Classification: Potential Corporate Privacy Violation] [Priority: 1] {TCP} 10.0.0.20:49500 -> 10.0.2.20:80
12/10/2021-13:51:27.647253  [**] [1:2016141:7] ET INFO Executable Download from dotted-quad Host [**] [Classification: A Network Trojan was detected] [Priority: 1] {TCP} 10.0.0.20:49500 -> 10.0.2.20:80
12/10/2021-13:54:15.864276  [**] [1:2003179:10] ET POLICY exe download without User Agent [**] [Classification: Potential Corporate Privacy Violation] [Priority: 1] {TCP} 10.0.0.20:50386 -> 10.0.2.20:80
12/10/2021-13:54:15.864276  [**] [1:2003595:6] ET POLICY exe download via HTTP - Informational [**] [Classification: Potential Corporate Privacy Violation] [Priority: 1] {TCP} 10.0.0.20:50386 -> 10.0.2.20:80
12/10/2021-13:54:15.864276  [**] [1:2016141:7] ET INFO Executable Download from dotted-quad Host [**] [Classification: A Network Trojan was detected] [Priority: 1] {TCP} 10.0.0.20:50386 -> 10.0.2.20:80
12/10/2021-13:54:15.864276  [**] [1:2013791:4] ET SCAN Apache mod_proxy Reverse Proxy Exposure 1 [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.0.0.20:50386 -> 10.0.2.20:80
12/10/2021-13:51:10.789080  [**] [1:2013791:4] ET SCAN Apache mod_proxy Reverse Proxy Exposure 1 [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.0.0.20:49410 -> 10.0.2.20:80
12/10/2021-13:51:11.190942  [**] [1:2009714:8] ET WEB_SERVER Script tag in URI Possible Cross Site Scripting Attempt [**] [Classification: Web Application Attack] [Priority: 1] {TCP} 10.0.0.20:49412 -> 10.0.2.20:80
12/10/2021-13:54:16.265701  [**] [1:2003179:10] ET POLICY exe download without User Agent [**] [Classification: Potential Corporate Privacy Violation] [Priority: 1] {TCP} 10.0.0.20:50388 -> 10.0.2.20:80
12/10/2021-13:54:16.265701  [**] [1:2003595:6] ET POLICY exe download via HTTP - Informational [**] [Classification: Potential Corporate Privacy Violation] [Priority: 1] {TCP} 10.0.0.20:50388 -> 10.0.2.20:80
12/10/2021-13:54:16.265701  [**] [1:2016141:7] ET INFO Executable Download from dotted-quad Host [**] [Classification: A Network Trojan was detected] [Priority: 1] {TCP} 10.0.0.20:50388 -> 10.0.2.20:80
12/10/2021-13:54:16.265701  [**] [1:2013791:4] ET SCAN Apache mod_proxy Reverse Proxy Exposure 1 [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.0.0.20:50388 -> 10.0.2.20:80
12/10/2021-13:51:32.865970  [**] [1:2013791:4] ET SCAN Apache mod_proxy Reverse Proxy Exposure 1 [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.0.0.20:49526 -> 10.0.2.20:80
12/10/2021-13:50:52.119481  [**] [1:2101156:12] GPL WEB_SERVER apache directory disclosure attempt [**] [Classification: Attempted Denial of Service] [Priority: 2] {TCP} 10.0.0.20:49314 -> 10.0.2.20:80
12/10/2021-13:50:52.319894  [**] [1:2101156:12] GPL WEB_SERVER apache directory disclosure attempt [**] [Classification: Attempted Denial of Service] [Priority: 2] {TCP} 10.0.0.20:49314 -> 10.0.2.20:80
12/10/2021-13:50:52.320103  [**] [1:2101156:12] GPL WEB_SERVER apache directory disclosure attempt [**] [Classification: Attempted Denial of Service] [Priority: 2] {TCP} 10.0.0.20:49314 -> 10.0.2.20:80
12/10/2021-13:51:12.396167  [**] [1:2009714:8] ET WEB_SERVER Script tag in URI Possible Cross Site Scripting Attempt [**] [Classification: Web Application Attack] [Priority: 1] {TCP} 10.0.0.20:49418 -> 10.0.2.20:80
12/10/2021-13:54:16.667290  [**] [1:2003179:10] ET POLICY exe download without User Agent [**] [Classification: Potential Corporate Privacy Violation] [Priority: 1] {TCP} 10.0.0.20:50390 -> 10.0.2.20:80
12/10/2021-13:54:16.667290  [**] [1:2003595:6] ET POLICY exe download via HTTP - Informational [**] [Classification: Potential Corporate Privacy Violation] [Priority: 1] {TCP} 10.0.0.20:50390 -> 10.0.2.20:80
12/10/2021-13:54:16.667290  [**] [1:2016141:7] ET INFO Executable Download from dotted-quad Host [**] [Classification: A Network Trojan was detected] [Priority: 1] {TCP} 10.0.0.20:50390 -> 10.0.2.20:80
12/10/2021-13:54:16.667290  [**] [1:2013791:4] ET SCAN Apache mod_proxy Reverse Proxy Exposure 1 [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.0.0.20:50390 -> 10.0.2.20:80
12/10/2021-13:51:13.198947  [**] [1:2009001:4] ET POLICY Login Credentials Possibly Passed in URI [**] [Classification: Potential Corporate Privacy Violation] [Priority: 1] {TCP} 10.0.0.20:49422 -> 10.0.2.20:80
12/10/2021-13:51:13.198947  [**] [1:2012911:2] ET POLICY URL Contains password Parameter [**] [Classification: Potential Corporate Privacy Violation] [Priority: 1] {TCP} 10.0.0.20:49422 -> 10.0.2.20:80
12/10/2021-13:51:13.198947  [**] [1:2013791:4] ET SCAN Apache mod_proxy Reverse Proxy Exposure 1 [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.0.0.20:49422 -> 10.0.2.20:80
12/10/2021-13:54:17.068913  [**] [1:2013791:4] ET SCAN Apache mod_proxy Reverse Proxy Exposure 1 [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.0.0.20:50392 -> 10.0.2.20:80
12/10/2021-13:51:38.086004  [**] [1:2100971:13] GPL WEB_SERVER ISAPI .printer access [**] [Classification: access to a potentially vulnerable web application] [Priority: 2] {TCP} 10.0.0.20:49552 -> 10.0.2.20:80
12/10/2021-13:51:17.614709  [**] [1:2013791:4] ET SCAN Apache mod_proxy Reverse Proxy Exposure 1 [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.0.0.20:49446 -> 10.0.2.20:80
12/10/2021-13:51:18.818688  [**] [1:2010920:9] ET WEB_SERVER Exploit Suspected PHP Injection Attack (cmd=) [**] [Classification: Web Application Attack] [Priority: 1] {TCP} 10.0.0.20:49452 -> 10.0.2.20:80
12/10/2021-13:54:29.110659  [**] [1:2013791:4] ET SCAN Apache mod_proxy Reverse Proxy Exposure 1 [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.0.0.20:50452 -> 10.0.2.20:80
12/10/2021-13:51:06.768236  [**] [1:2009714:8] ET WEB_SERVER Script tag in URI Possible Cross Site Scripting Attempt [**] [Classification: Web Application Attack] [Priority: 1] {TCP} 10.0.0.20:49390 -> 10.0.2.20:80
12/10/2021-13:51:07.169572  [**] [1:2009714:8] ET WEB_SERVER Script tag in URI Possible Cross Site Scripting Attempt [**] [Classification: Web Application Attack] [Priority: 1] {TCP} 10.0.0.20:49392 -> 10.0.2.20:80
12/10/2021-13:54:37.139015  [**] [1:2013791:4] ET SCAN Apache mod_proxy Reverse Proxy Exposure 1 [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.0.0.20:50492 -> 10.0.2.20:80
12/10/2021-13:51:14.402662  [**] [1:2009714:8] ET WEB_SERVER Script tag in URI Possible Cross Site Scripting Attempt [**] [Classification: Web Application Attack] [Priority: 1] {TCP} 10.0.0.20:49428 -> 10.0.2.20:80
12/10/2021-13:54:39.948995  [**] [1:2013791:4] ET SCAN Apache mod_proxy Reverse Proxy Exposure 1 [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.0.0.20:50506 -> 10.0.2.20:80
12/10/2021-13:54:39.948995  [**] [1:2101129:9] GPL WEB_SERVER .htaccess access [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.0.0.20:50506 -> 10.0.2.20:80
12/10/2021-13:54:43.961535  [**] [1:2013791:4] ET SCAN Apache mod_proxy Reverse Proxy Exposure 1 [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.0.0.20:50528 -> 10.0.2.20:80
12/10/2021-13:51:58.963476  [**] [1:2003595:6] ET POLICY exe download via HTTP - Informational [**] [Classification: Potential Corporate Privacy Violation] [Priority: 1] {TCP} 10.0.0.20:49662 -> 10.0.2.20:80
12/10/2021-13:51:58.963476  [**] [1:2013791:4] ET SCAN Apache mod_proxy Reverse Proxy Exposure 1 [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.0.0.20:49662 -> 10.0.2.20:80
12/10/2021-13:51:15.205499  [**] [1:2009714:8] ET WEB_SERVER Script tag in URI Possible Cross Site Scripting Attempt [**] [Classification: Web Application Attack] [Priority: 1] {TCP} 10.0.0.20:49432 -> 10.0.2.20:80
12/10/2021-13:54:44.764173  [**] [1:2013791:4] ET SCAN Apache mod_proxy Reverse Proxy Exposure 1 [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.0.0.20:50534 -> 10.0.2.20:80
12/10/2021-13:51:59.766274  [**] [1:2003179:10] ET POLICY exe download without User Agent [**] [Classification: Potential Corporate Privacy Violation] [Priority: 1] {TCP} 10.0.0.20:49666 -> 10.0.2.20:80
12/10/2021-13:51:59.766274  [**] [1:2003595:6] ET POLICY exe download via HTTP - Informational [**] [Classification: Potential Corporate Privacy Violation] [Priority: 1] {TCP} 10.0.0.20:49666 -> 10.0.2.20:80
12/10/2021-13:51:59.766274  [**] [1:2016141:7] ET INFO Executable Download from dotted-quad Host [**] [Classification: A Network Trojan was detected] [Priority: 1] {TCP} 10.0.0.20:49666 -> 10.0.2.20:80
12/10/2021-13:51:59.766274  [**] [1:2013791:4] ET SCAN Apache mod_proxy Reverse Proxy Exposure 1 [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.0.0.20:49666 -> 10.0.2.20:80
12/10/2021-13:51:30.055592  [**] [1:2013791:4] ET SCAN Apache mod_proxy Reverse Proxy Exposure 1 [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.0.0.20:49512 -> 10.0.2.20:80
12/10/2021-13:51:16.409907  [**] [1:2010920:9] ET WEB_SERVER Exploit Suspected PHP Injection Attack (cmd=) [**] [Classification: Web Application Attack] [Priority: 1] {TCP} 10.0.0.20:49440 -> 10.0.2.20:80
12/10/2021-13:54:47.974154  [**] [1:2013791:4] ET SCAN Apache mod_proxy Reverse Proxy Exposure 1 [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.0.0.20:50552 -> 10.0.2.20:80
12/10/2021-13:51:32.464361  [**] [1:2013791:4] ET SCAN Apache mod_proxy Reverse Proxy Exposure 1 [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.0.0.20:49524 -> 10.0.2.20:80
12/10/2021-13:51:36.881451  [**] [1:2101288:12] GPL WEB_SERVER /_vti_bin/ access [**] [Classification: access to a potentially vulnerable web application] [Priority: 2] {TCP} 10.0.0.20:49546 -> 10.0.2.20:80
12/10/2021-13:52:08.598921  [**] [1:2017442:4] ET WEB_SERVER PHP ENV SuperGlobal in URI [**] [Classification: Potentially Bad Traffic] [Priority: 2] {TCP} 10.0.0.20:49712 -> 10.0.2.20:80
12/10/2021-13:52:09.000036  [**] [1:2017442:4] ET WEB_SERVER PHP ENV SuperGlobal in URI [**] [Classification: Potentially Bad Traffic] [Priority: 2] {TCP} 10.0.0.20:49714 -> 10.0.2.20:80
12/10/2021-13:52:09.401093  [**] [1:2017442:4] ET WEB_SERVER PHP ENV SuperGlobal in URI [**] [Classification: Potentially Bad Traffic] [Priority: 2] {TCP} 10.0.0.20:49716 -> 10.0.2.20:80
12/10/2021-13:51:22.832658  [**] [1:2003595:6] ET POLICY exe download via HTTP - Informational [**] [Classification: Potential Corporate Privacy Violation] [Priority: 1] {TCP} 10.0.0.20:49474 -> 10.0.2.20:80
12/10/2021-13:51:22.832658  [**] [1:2013791:4] ET SCAN Apache mod_proxy Reverse Proxy Exposure 1 [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.0.0.20:49474 -> 10.0.2.20:80
12/10/2021-13:51:44.509280  [**] [1:2013791:4] ET SCAN Apache mod_proxy Reverse Proxy Exposure 1 [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.0.0.20:49586 -> 10.0.2.20:80
12/10/2021-13:52:12.211601  [**] [1:2013791:4] ET SCAN Apache mod_proxy Reverse Proxy Exposure 1 [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.0.0.20:49730 -> 10.0.2.20:80
12/10/2021-13:51:44.910825  [**] [1:2003595:6] ET POLICY exe download via HTTP - Informational [**] [Classification: Potential Corporate Privacy Violation] [Priority: 1] {TCP} 10.0.0.20:49588 -> 10.0.2.20:80
12/10/2021-13:51:44.910825  [**] [1:2101945:8] GPL WEB_SERVER unicode directory traversal attempt [**] [Classification: Web Application Attack] [Priority: 1] {TCP} 10.0.0.20:49588 -> 10.0.2.20:80
12/10/2021-13:51:44.910825  [**] [1:2009361:8] ET WEB_SERVER cmd.exe In URI - Possible Command Execution Attempt [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.0.0.20:49588 -> 10.0.2.20:80
12/10/2021-13:51:44.910825  [**] [1:2009362:7] ET WEB_SERVER /system32/ in Uri - Possible Protected Directory Access Attempt [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.0.0.20:49588 -> 10.0.2.20:80
12/10/2021-13:52:13.015537  [**] [1:2013791:4] ET SCAN Apache mod_proxy Reverse Proxy Exposure 1 [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.0.0.20:49734 -> 10.0.2.20:80
12/10/2021-13:51:45.713792  [**] [1:2003595:6] ET POLICY exe download via HTTP - Informational [**] [Classification: Potential Corporate Privacy Violation] [Priority: 1] {TCP} 10.0.0.20:49592 -> 10.0.2.20:80
12/10/2021-13:51:45.713792  [**] [1:2101945:8] GPL WEB_SERVER unicode directory traversal attempt [**] [Classification: Web Application Attack] [Priority: 1] {TCP} 10.0.0.20:49592 -> 10.0.2.20:80
12/10/2021-13:51:45.713792  [**] [1:2009361:8] ET WEB_SERVER cmd.exe In URI - Possible Command Execution Attempt [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.0.0.20:49592 -> 10.0.2.20:80
12/10/2021-13:51:45.713792  [**] [1:2009362:7] ET WEB_SERVER /system32/ in Uri - Possible Protected Directory Access Attempt [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.0.0.20:49592 -> 10.0.2.20:80
12/10/2021-13:51:30.457107  [**] [1:2013791:4] ET SCAN Apache mod_proxy Reverse Proxy Exposure 1 [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.0.0.20:49514 -> 10.0.2.20:80
12/10/2021-13:52:16.629945  [**] [1:2013791:4] ET SCAN Apache mod_proxy Reverse Proxy Exposure 1 [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.0.0.20:49752 -> 10.0.2.20:80
12/10/2021-13:51:48.125657  [**] [1:2101242:14] GPL EXPLOIT ISAPI .ida access [**] [Classification: access to a potentially vulnerable web application] [Priority: 2] {TCP} 10.0.0.20:49604 -> 10.0.2.20:80
12/10/2021-13:52:17.834486  [**] [1:2013791:4] ET SCAN Apache mod_proxy Reverse Proxy Exposure 1 [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.0.0.20:49758 -> 10.0.2.20:80
12/10/2021-13:52:19.041463  [**] [1:2101122:8] GPL WEB_SERVER /etc/passwd [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.0.0.20:49764 -> 10.0.2.20:80
12/10/2021-13:51:57.759048  [**] [1:2013791:4] ET SCAN Apache mod_proxy Reverse Proxy Exposure 1 [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.0.0.20:49656 -> 10.0.2.20:80
12/10/2021-13:52:21.050233  [**] [1:2016184:6] ET WEB_SERVER ColdFusion administrator access [**] [Classification: Web Application Attack] [Priority: 1] {TCP} 10.0.0.20:49774 -> 10.0.2.20:80
12/10/2021-13:51:44.107890  [**] [1:2013791:4] ET SCAN Apache mod_proxy Reverse Proxy Exposure 1 [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.0.0.20:49584 -> 10.0.2.20:80
12/10/2021-13:51:46.517439  [**] [1:2101401:11] GPL EXPLOIT /msadc/samples/ access [**] [Classification: Web Application Attack] [Priority: 1] {TCP} 10.0.0.20:49596 -> 10.0.2.20:80
12/10/2021-13:52:25.465709  [**] [1:2017442:4] ET WEB_SERVER PHP ENV SuperGlobal in URI [**] [Classification: Potentially Bad Traffic] [Priority: 2] {TCP} 10.0.0.20:49796 -> 10.0.2.20:80
12/10/2021-13:51:53.344927  [**] [1:2013791:4] ET SCAN Apache mod_proxy Reverse Proxy Exposure 1 [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.0.0.20:49632 -> 10.0.2.20:80
12/10/2021-13:52:27.877246  [**] [1:2017442:4] ET WEB_SERVER PHP ENV SuperGlobal in URI [**] [Classification: Potentially Bad Traffic] [Priority: 2] {TCP} 10.0.0.20:49810 -> 10.0.2.20:80
12/10/2021-13:52:28.679565  [**] [1:2017442:4] ET WEB_SERVER PHP ENV SuperGlobal in URI [**] [Classification: Potentially Bad Traffic] [Priority: 2] {TCP} 10.0.0.20:49816 -> 10.0.2.20:80
12/10/2021-13:51:55.752221  [**] [1:2013791:4] ET SCAN Apache mod_proxy Reverse Proxy Exposure 1 [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.0.0.20:49646 -> 10.0.2.20:80
12/10/2021-13:52:31.087060  [**] [1:2003179:10] ET POLICY exe download without User Agent [**] [Classification: Potential Corporate Privacy Violation] [Priority: 1] {TCP} 10.0.0.20:49830 -> 10.0.2.20:80
12/10/2021-13:52:31.087060  [**] [1:2003595:6] ET POLICY exe download via HTTP - Informational [**] [Classification: Potential Corporate Privacy Violation] [Priority: 1] {TCP} 10.0.0.20:49830 -> 10.0.2.20:80
12/10/2021-13:52:31.087060  [**] [1:2016141:7] ET INFO Executable Download from dotted-quad Host [**] [Classification: A Network Trojan was detected] [Priority: 1] {TCP} 10.0.0.20:49830 -> 10.0.2.20:80
12/10/2021-13:52:31.087060  [**] [1:2013791:4] ET SCAN Apache mod_proxy Reverse Proxy Exposure 1 [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.0.0.20:49830 -> 10.0.2.20:80
12/10/2021-13:51:56.554555  [**] [1:2013791:4] ET SCAN Apache mod_proxy Reverse Proxy Exposure 1 [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.0.0.20:49650 -> 10.0.2.20:80
12/10/2021-13:52:33.097507  [**] [1:2013791:4] ET SCAN Apache mod_proxy Reverse Proxy Exposure 1 [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.0.0.20:49840 -> 10.0.2.20:80
12/10/2021-13:51:56.955902  [**] [1:2013791:4] ET SCAN Apache mod_proxy Reverse Proxy Exposure 1 [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.0.0.20:49652 -> 10.0.2.20:80
12/10/2021-13:52:11.007432  [**] [1:2101877:11] GPL WEB_SERVER printenv access [**] [Classification: access to a potentially vulnerable web application] [Priority: 2] {TCP} 10.0.0.20:49724 -> 10.0.2.20:80
12/10/2021-13:52:40.323021  [**] [1:2003595:6] ET POLICY exe download via HTTP - Informational [**] [Classification: Potential Corporate Privacy Violation] [Priority: 1] {TCP} 10.0.0.20:49880 -> 10.0.2.20:80
12/10/2021-13:52:13.416630  [**] [1:2101122:8] GPL WEB_SERVER /etc/passwd [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.0.0.20:49736 -> 10.0.2.20:80
12/10/2021-13:52:14.218848  [**] [1:2013791:4] ET SCAN Apache mod_proxy Reverse Proxy Exposure 1 [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.0.0.20:49740 -> 10.0.2.20:80
12/10/2021-13:52:14.218848  [**] [1:2101145:11] GPL WEB_SERVER /~root access [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.0.0.20:49740 -> 10.0.2.20:80
12/10/2021-13:52:10.203791  [**] [1:2017442:4] ET WEB_SERVER PHP ENV SuperGlobal in URI [**] [Classification: Potentially Bad Traffic] [Priority: 2] {TCP} 10.0.0.20:49720 -> 10.0.2.20:80
12/10/2021-13:52:10.604793  [**] [1:2013791:4] ET SCAN Apache mod_proxy Reverse Proxy Exposure 1 [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.0.0.20:49722 -> 10.0.2.20:80
12/10/2021-13:52:15.425276  [**] [1:2013791:4] ET SCAN Apache mod_proxy Reverse Proxy Exposure 1 [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.0.0.20:49746 -> 10.0.2.20:80
12/10/2021-13:52:47.545289  [**] [1:2013791:4] ET SCAN Apache mod_proxy Reverse Proxy Exposure 1 [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.0.0.20:49918 -> 10.0.2.20:80
12/10/2021-13:52:18.235938  [**] [1:2101122:8] GPL WEB_SERVER /etc/passwd [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.0.0.20:49760 -> 10.0.2.20:80
